Startup,LinkedIn,Website,Raised to Date,Date of latest funding
Freakins,https://in.linkedin.com/in/shaan-shah,https://freakins.com/?srsltid=AfmBOooniBrcAxiKy5O89oGlpKSOvTx1JvJplcx1QR365pBGfVmYGZBB,Seed,Seed
GenWise,https://in.linkedin.com/in/rajeshpanchanathan,https://www.genwise.club/,Seed,Seed
GoKwik,https://in.linkedin.com/in/chiragtaneja,https://www.gokwik.co/about,Seed,"Nov 28, 2022"
GreyLabs,https://in.linkedin.com/in/goel-aman,https://www.greylabs.ai/,https://en.wikipedia.org/wiki/Matrix_Partners,
InPrime,https://in.linkedin.com/in/sneh-thakur-a1b28413,https://inprime.in/,https://www.crunchbase.com/organization/inprime-finserv/signals_and_news,
Itilite,https://www.linkedin.com/in/mkukreja,https://www.itilite.com/,Seed,"Apr 13, 2022"
ItzCASH,https://in.linkedin.com/in/naveensurya,https://www.itzcash.com/myaccount/jsp/Login.jsp,Series b,"Sep 2, 2014"
JODO,https://in.linkedin.com/in/raghav-nagarajan-b65a4713,https://www.jodo.in/,Seed,"Aug 8, 2022"
Jupiter,https://in.linkedin.com/in/guptajiten,https://jupiter.money/,https://www.crunchbase.com/organization/amica-financial-technologies,
Krutrim,https://www.linkedin.com/posts/bhavishaggarwal_very-excited-to-share-what-krutrim-has-been-activity-7140717928378679302-nAT2,https://www.olakrutrim.com/,Series a,"Jan 26, 2024"
LIMEROAD,https://in.linkedin.com/in/suchimukherjee,https://www.limeroad.com/?srsltid=AfmBOoqP-pIMIuwR7zvNeg6WqCOupEM-R7VN1wKBVYskyvACjAUK0siS,Series a,"Oct 17, 2020"
LOADSHARE,https://in.linkedin.com/in/raghuram-talluri-9093223,https://www.loadshare.net/,Seed,"Feb 1, 2022"
LiquiLoans,https://in.linkedin.com/in/achal-mittal-8a95993a,https://www.liquiloans.com/,https://www.crunchbase.com/organization/liquiloans,
MSWIPE,https://in.linkedin.com/in/manish-patel-827a1124,https://www.mswipe.com/pos-machine.html,Seed,"Feb 27, 2024"
MYRA,https://www.linkedin.com/in/sahilvakil,https://myra.com.ph/products/myra-400-e/,Series a,"Sep 14, 2018"
MoEngage,https://www.linkedin.com/in/rteja,https://www.moengage.com/blog/salesforce-marketing-cloud-vs-moengage/,Series a,"Jun 1, 2022"
Mosaic Wellness,https://in.linkedin.com/in/revant,https://www.mosaicwellness.in/,"https://www.crunchbase.com/organization/mosaic-wellness#:~:text=Details&text=Mosaic%20Wellness%20is%20a%20platform,surrounded%20by%20wellness%20and%20grace.",
Murf,https://www.linkedin.com/in/ankuredkie,https://murf.ai/,"https://www.crunchbase.com/organization/murf-ai#:~:text=A%20tool%20that%20converts%20written,AI%20algorithms%20and%20deep%20learning.&text=A%20feature%20that%20transforms%20raw,the%20voice%20of%20your%20choice.",
Muthoot Finance,https://uk.linkedin.com/in/george-muthoot-6a849078,https://www.muthootfinance.com/,Ipo,"Feb 21, 2020"
Nakad,https://in.linkedin.com/in/kalraujwal,https://www.nakad.co/,Seed,Seed
Neysa,https://www.linkedin.com/posts/sharadsanghi_press-release-neysa-raises-20-million-activity-7183704741816754176-aAUj,https://www.neysa.ai/,Seed,Seed
OTO,https://in.linkedin.com/in/sumitchhazed,https://www.otocapital.in/,Seed,"May 6, 2024"
OZiva,https://in.linkedin.com/in/mihir-gadani-mg-1540a2102,https://www.oziva.in/?srsltid=AfmBOorHZ3uNKcwyzmzC2T2N-IL8aqMetBbaL7bp-gVN-28DiAxZpKY_,Series a,"Mar 17, 2021"
OfBusiness,https://in.linkedin.com/in/vasant-sridhar-44b9202b,https://www.ofbusiness.com/press-media/fintech-india-ofbusiness/4386,Seed,"Dec 20, 2021"
Ola Electric,https://in.linkedin.com/in/bhavishaggarwal,https://www.olaelectric.com/,"https://www.crunchbase.com/organization/ola-electric#:~:text=Details&text=Ola%20Electric%20Mobility%20engages%20in,convenient%2C%20dependable%2C%20and%20affordable.",
Ola,https://in.linkedin.com/in/bhavishaggarwal,https://www.olaelectric.com/,Series a,"Feb 22, 2022"
OneCard,https://in.linkedin.com/in/anuragsinha2,https://www.getonecard.app/,https://www.crunchbase.com/organization/onecard-3056,
Opensecret,https://in.linkedin.com/in/ahanagautam,https://opensecret.in/?srsltid=AfmBOoruJ_tGMkUtcPs-OZtYbhNQT0oQ0x_0G5kI3IPlTKkZVayl-5uH,Seed,"Jun 28, 2022"
Oxyzo,https://in.linkedin.com/in/asish-mohapatra-22685a28,https://www.oxyzo.in/corporate-financing/supply-chain-financing,https://www.crunchbase.com/organization/oxyzo,
Oye! Rickshaw,https://in.linkedin.com/company/oyerickshaw,https://in.linkedin.com/company/oyerickshaw,Series a,"Jun 22, 2022"
Park+,https://pe.linkedin.com/in/william-park-07233911,https://www.smartparking.com/uk,Seed,"Mar 27, 2024"
Pesto,https://www.linkedin.com/in/aayushjaiswal07,https://pesto.tech/,https://www.crunchbase.com/funding_round/pesto-seed--ee816e3b,
Practo,https://in.linkedin.com/in/shashanknd,https://www.practo.com/,Series a,"Aug 15, 2020"
Quikr,https://in.linkedin.com/in/pranay-chulet-3911a7,https://www.quikr.com/,Seed,"Apr 19, 2019"
Razorpay,https://in.linkedin.com/in/kumarshashank,https://razorpay.com/,Seed,"May 9, 2022"
Revv,https://www.linkedin.com/in/adibathla,https://www.revv.so/,Seed,Seed
Rocketlane,https://www.linkedin.com/in/srikrishnang,https://www.rocketlane.com/,Seed,"Jun 25, 2024"
Saveo,https://in.linkedin.com/in/vivjais,https://saveo.in/,Seed,"Sep 27, 2022"
Scapia,https://www.linkedin.com/posts/scapia_anil-goteti-founder-of-scapia-on-building-activity-7092122261821784066-P2eT,https://www.scapia.cards/,Seed,"Nov 21, 2023"
Seeds,https://www.linkedin.com/in/ignaciobasso,https://www.seedsfincap.com/,Seed,"Jul 17, 2024"
SiftHub,https://www.linkedin.com/in/manisha-raisinghani,https://www.sifthub.io/,Seed,Seed
Stable Money,https://in.linkedin.com/in/saurabhjain1099,https://stablemoney.in/,"https://www.crunchbase.com/organization/stable-money#:~:text=help%40stablemoney.in-,Stable%20Money%20is%20a%20fixed%2Dreturn%20investment%20platform%20that%20allows,returns%20with%20safety%20and%20stability.",
Stanza Living,https://in.linkedin.com/in/anindyadutta,https://www.stanzaliving.com/,Seed,"May 8, 2024"
SuperOps.ai,https://in.linkedin.com/in/arvind-parthiban,https://superops.com/,Seed,"Oct 10, 2023"
Testbook,https://in.linkedin.com/in/ashutosh-kumar6,https://testbook.com/online-test-series,Series a,"Sep 13, 2022"
The Whole Truth,https://in.linkedin.com/in/shashank-mehta-977925a,https://thewholetruthfoods.com/?srsltid=AfmBOopJz35Qq-FmRsnyQQwgvqEc91XXz_LS8kFIFQMGDE58dvwh-4Al,Seed,"Dec 28, 2022"
Toddle,https://in.linkedin.com/in/deepanshuarora88,"https://www.toddleapp.com/us-private/#:~:text=Toddle%20puts%20teachers%20at%20the,purposeful%20learning%20experiences%20and%20assessments.&text=I%20have%20worked%20closely%20with%20the%20Toddle%20team%20to%20develop%20this%20platform.",Seed,"Jan 10, 2023"
Trampoline,https://uk.linkedin.com/in/abhik-ghosh-a722459,https://trampolinestore.uk/,https://trampolinestore.uk/,
Treebo,https://in.linkedin.com/in/guptasidharth,https://www.treebo.com/,Series a,"Jun 30, 2021"
Vegrow,https://in.linkedin.com/in/praneeth-kumar-74baa419,"https://in.linkedin.com/company/vegrow#:~:text=About%20us,the%20land%20utilization%20for%20farmers.","https://www.crunchbase.com/organization/vegrow#:~:text=Vegrow%20is%20a%20tech%20platform,to%20organized%20demand%20through%20partnership.",
W FOR WOMEN,https://in.linkedin.com/in/annu-singh-a42318132,https://wforwoman.com/,https://www.crunchbase.com/organization/w-for-woman,
WizCommerce,https://www.linkedin.com/in/divyaanshumakkar,https://wizcommerce.com/,https://www.crunchbase.com/organization/wizcommerce,
Wootz.work,https://in.linkedin.com/in/karan-anand-a60b2128,https://www.wootz.work/,Seed,Seed
Ximkart,https://in.linkedin.com/in/sharanur,https://www.ximkart.com/,"https://www.crunchbase.com/organization/ximkart#:~:text=Ximkart%20sources%20a%20wide%20range,metals%2C%20minerals%2C%20and%20chemicals.&text=Ensures%20the%20delivery%20of%20the,supplier%20monitoring%20and%20product%20testing.",
Zarget,https://in.linkedin.com/in/arvind-parthiban,https://www.paulolyslager.com/zarget-review-conversion-rate-optimisation-tool/,Seed,"Nov 2, 2016"
ZippMat,https://in.linkedin.com/in/abhijeetkudva,https://www.z47.com/news/zippmat-raises-10m-in-a-seed-round-led-by-matrix-partners-india,Seed,"Sep 8, 2022"
Zupee Gold,https://in.linkedin.com/company/zupee,https://www.zupee.com/,Seed,"Jan 5, 2022"
